description	enabled	ladder	min diff	version	op	param	value	*stat	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	*mod 1 skillname	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	*mod 2 skillname	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	*mod 3 skillname	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	*mod 4 skillname	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	*mod 5 skillname	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	*b mod 1 skillname	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	*b mod 2 skillname	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	*b mod 3 skillname	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	*b mod 4 skillname	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	*b mod 5 skillname	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	*c mod 1 skillname	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	*c mod 2 skillname	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	*c mod 3 skillname	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	*c mod 4 skillname	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	*c mod 5 skillname	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Odd Charm Skill	1			100	18	203	54		sor	1	"char,nor"							"useitem,rem"				skill		Static Field	54	-1	-1	skill		Charged Bolt	38	1	1	randomize				-16	-16																																																																																	0
Odd Charm Skill	1			100	18	203	38		sor	1	"char,nor"							"useitem,rem"				skill		Charged Bolt	38	-1	-1	skill		Frozen Armor	40	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	40		sor	1	"cm8,nor"							"useitem,rem"				skill		Frozen Armor	40	-1	-1	skill		Fire Bolt	36	1	1	randomize				-4	-4																																																																																	0
Odd Charm Skill	1			100	18	203	40		sor	1	"cm9,nor"							"useitem,rem"				skill		Frozen Armor	40	-1	-1	skill		Cold Mastery	370	1	1	randomize				330	330																																																																																	0
Odd Charm Skill	1			100	18	203	370		sor	1	"cm9,nor"							"useitem,rem"				skill		Cold Mastery	370	-1	-1	skill		Enchant	52	1	1	randomize				-318	-318																																																																																	0
Odd Charm Skill	1			100	18	203	52		sor	1	"cm9,nor"							"useitem,rem"				skill		Enchant	52	-1	-1	skill		STwister	371	1	1	randomize				319	319																																																																																	0
Odd Charm Skill	1			100	18	203	371		sor	1	"cm9,nor"							"useitem,rem"				skill		STwister	371	-1	-1	skill		Aerial Shield	369	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	369		sor	1	"cm9,nor"							"useitem,rem"				skill		Aerial Shield	369	-1	-1	skill		Lightning	49	1	1	randomize				-320	-320																																																																																	0
Odd Charm Skill	1			100	18	203	49		sor	1	"cm9,nor"							"useitem,rem"				skill		Lightning	49	-1	-1	skill		SEruption	368	1	1	randomize				319	319																																																																																	0
Odd Charm Skill	1			100	18	203	368		sor	1	"cm9,nor"							"useitem,rem"				skill		SEruption	368	-1	-1	skill		Fire Ball	47	1	1	randomize				-321	-321																																																																																	0
Odd Charm Skill	1			100	18	203	47		sor	1	"cm9,nor"							"useitem,rem"				skill		Fire Ball	47	-1	-1	skill		Glacial Spike	55	1	1	randomize				8	8																																																																																	0
Odd Charm Skill	1			100	18	203	55		sor	1	"cm9,nor"							"useitem,rem"				skill		Glacial Spike	55	-1	-1	skill		Telekinesis	43	1	1	randomize				-12	-12																																																																																	0
Odd Charm Skill	1			100	18	203	43		sor	1	"cm9,nor"							"useitem,rem"				skill		Telekinesis	43	-1	-1	skill		Blaze	51	1	1	randomize				8	8																																																																																	0
Odd Charm Skill	1			100	18	203	51		sor	1	"cm9,nor"							"useitem,rem"				skill		Blaze	51	-1	-1	skill		Meteor Shower	41	1	1	randomize				-10	-10																																																																																	0
Odd Charm Skill	1			100	18	203	41		sor	1	"cm9,nor"							"useitem,rem"				skill		Meteor Shower	41	-1	-1	skill		Rain of Fire	56	1	1	randomize				15	15																																																																																	0
Odd Charm Skill	1			100	18	203	56		sor	1	"cm9,nor"							"useitem,rem"				skill		Rain of Fire	56	-1	-1	skill		Blizzard	59	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	59		sor	1	"cm9,nor"							"useitem,rem"				skill		Blizzard	59	-1	-1	skill		Elemental Fury	45	1	1	randomize				-14	-14																																																																																	0
Odd Charm Skill	1			100	18	203	45		sor	1	"cm9,nor"							"useitem,rem"				skill		Elemental Fury	45	-1	-1	skill		Teleport	42	1	1	randomize				-3	-3																																																																																	0
Odd Charm Skill	1			100	18	203	42		sor	1	"cm9,nor"							"useitem,rem"				skill		Teleport	42	-1	-1	skill		Energy Shield	58	1	1	randomize				16	16																																																																																	0
Odd Charm Skill	1			100	18	203	58		sor	1	"cm9,nor"							"useitem,rem"				skill		Energy Shield	58	-1	-1	skill		Nova	48	1	1	randomize				-10	-10																																																																																	0
Odd Charm Skill	1			100	18	203	48		sor	1	"cm9,nor"							"useitem,rem"				skill		Nova	48	-1	-1	skill		Frost Nova	44	1	1	randomize				-4	-4																																																																																	0
Odd Charm Skill	1			100	18	203	44		sor	1	"cm9,nor"							"useitem,rem"				skill		Frost Nova	44	-1	-1	skill		Time Stop	367	1	1	randomize				323	323																																																																																	0
Odd Charm Skill	1			100	18	203	367		sor	1	"cm9,nor"							"useitem,rem"				skill		Time Stop	367	-1	-1	skill		Hydra	62	1	1	randomize				-305	-305																																																																																	0
Odd Charm Skill	1			100	18	203	62		sor	1	"cm9,nor"							"useitem,rem"				skill		Hydra	62	-1	-1	skill		Fire Mastery	61	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	61		sor	1	"cm9,nor"							"useitem,rem"				skill		Fire Mastery	61	-1	-1	skill		Thunder Storm Sorc	57	1	1	randomize				-4	-4																																																																																	0
Odd Charm Skill	1			100	18	203	57		sor	1	"cm9,nor"							"useitem,rem"				skill		Thunder Storm Sorc	57	-1	-1	skill		Frozen Orb	64	1	1	randomize				7	7																																																																																	0
Odd Charm Skill	1			100	18	203	64		sor	1	"cm9,nor"							"useitem,rem"				skill		Frozen Orb	64	-1	-1	skill		Fanatic Swing	65	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	65		sor	1	"cm9,nor"							"useitem,rem"				skill		Fanatic Swing	65	-1	-1	skill		Lightning Mastery	63	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	63		sor	1	"cm9,nor"							"useitem,rem"				skill		Lightning Mastery	63	-1	-1	skill		Chain Lightning	53	1	1	randomize				-10	-10																																																																																	0
Odd Charm Skill	1			100	18	203	53		sor	1	"cm9,nor"							"useitem,rem"				skill		Chain Lightning	53	-1	-1	skill		Fire Bolt	36	1	1	randomize				-17	-17																																																																																	0
Odd Charm Skill	1			100	18	203	72		nec	1	"char,nor"							"useitem,rem"				skill		Weaken	72	-1	-1	skill		Terror	77	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	77		nec	1	"char,nor"							"useitem,rem"				skill		Terror	77	-1	-1	skill		Raise Skeleton	95	1	1	randomize				18	18																																																																																	0
Odd Charm Skill	1			100	18	203	95		nec	1	"char,nor"							"useitem,rem"				skill		Raise Skeleton	95	-1	-1	skill		Skeleton Mastery	69	1	1	randomize				-26	-26																																																																																	0
Odd Charm Skill	1			100	18	203	69		nec	1	"char,nor"							"useitem,rem"				skill		Skeleton Mastery	69	-1	-1	skill		Bone Armor	68	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	68		nec	1	"char,nor"							"useitem,rem"				skill		Bone Armor	68	-1	-1	skill		Poison Dagger	73	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	73		nec	1	"cm8,nor"							"useitem,rem"				skill		Poison Dagger	73	-1	-1	skill		Weaken	72	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	73		nec	1	"cm9,nor"							"useitem,rem"				skill		Poison Dagger	73	-1	-1	skill		Amplify Damage	66	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	66		nec	1	"cm9,nor"							"useitem,rem"				skill		Amplify Damage	66	-1	-1	skill		Dim Vision	71	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	71		nec	1	"cm9,nor"							"useitem,rem"				skill		Dim Vision	71	-1	-1	skill		Confuse	81	1	1	randomize				10	10																																																																																	0
Odd Charm Skill	1			100	18	203	81		nec	1	"cm9,nor"							"useitem,rem"				skill		Confuse	81	-1	-1	skill		Clay Golem	75	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	75		nec	1	"cm9,nor"							"useitem,rem"				skill		Clay Golem	75	-1	-1	skill		Killer Scythe	373	1	1	randomize				298	298																																																																																	0
Odd Charm Skill	1			100	18	203	373		nec	1	"cm9,nor"							"useitem,rem"				skill		Killer Scythe	373	-1	-1	skill		Poison Explosion	83	1	1	randomize				-290	-290																																																																																	0
Odd Charm Skill	1			100	18	203	83		nec	1	"cm9,nor"							"useitem,rem"				skill		Poison Explosion	83	-1	-1	skill		Bone Mastery	78	1	1	randomize				-5	-5																																																																																	0
Odd Charm Skill	1			100	18	203	78		nec	1	"cm9,nor"							"useitem,rem"				skill		Bone Mastery	78	-1	-1	skill		Iron Maiden	76	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	76		nec	1	"cm9,nor"							"useitem,rem"				skill		Iron Maiden	76	-1	-1	skill		Sacrificial Offering	86	1	1	randomize				10	10																																																																																	0
Odd Charm Skill	1			100	18	203	86		nec	1	"cm9,nor"							"useitem,rem"				skill		Sacrificial Offering	86	-1	-1	skill		Golem Mastery	79	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	79		nec	1	"cm9,nor"							"useitem,rem"				skill		Golem Mastery	79	-1	-1	skill		BloodGolem	85	1	1	randomize				6	6																																																																																	0
Odd Charm Skill	1			100	18	203	85		nec	1	"cm9,nor"							"useitem,rem"				skill		BloodGolem	85	-1	-1	skill		Summon Skeleton King	70	1	1	randomize				-15	-15																																																																																	0
Odd Charm Skill	1			100	18	203	70		nec	1	"cm9,nor"							"useitem,rem"				skill		Summon Skeleton King	70	-1	-1	skill		Bone Spear	84	1	1	randomize				14	14																																																																																	0
Odd Charm Skill	1			100	18	203	84		nec	1	"cm9,nor"							"useitem,rem"				skill		Bone Spear	84	-1	-1	skill		Decrepify	87	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	87		nec	1	"cm9,nor"							"useitem,rem"				skill		Decrepify	87	-1	-1	skill		Soul Reaper Mastery	376	1	1	randomize				289	289																																																																																	0
Odd Charm Skill	1			100	18	203	376		nec	1	"cm9,nor"							"useitem,rem"				skill		Soul Reaper Mastery	376	-1	-1	skill		IronGolem	90	1	1	randomize				-286	-286																																																																																	0
Odd Charm Skill	1			100	18	203	90		nec	1	"cm9,nor"							"useitem,rem"				skill		IronGolem	90	-1	-1	skill		Corpse Explosion	74	1	1	randomize				-16	-16																																																																																	0
Odd Charm Skill	1			100	18	203	74		nec	1	"cm9,nor"							"useitem,rem"				skill		Corpse Explosion	74	-1	-1	skill		Bone Prison	88	1	1	randomize				14	14																																																																																	0
Odd Charm Skill	1			100	18	203	88		nec	1	"cm9,nor"							"useitem,rem"				skill		Bone Prison	88	-1	-1	skill		Life Tap	82	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	82		nec	1	"cm9,nor"							"useitem,rem"				skill		Life Tap	82	-1	-1	skill		Summon Resist	89	1	1	randomize				7	7																																																																																	0
Odd Charm Skill	1			100	18	203	89		nec	1	"cm9,nor"							"useitem,rem"				skill		Summon Resist	89	-1	-1	skill		FireGolem	94	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	94		nec	1	"cm9,nor"							"useitem,rem"				skill		FireGolem	94	-1	-1	skill		Bone Spirit	93	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	93		nec	1	"cm9,nor"							"useitem,rem"				skill		Bone Spirit	93	-1	-1	skill		Teeth	67	1	1	randomize				-26	-26																																																																																	0
Odd Charm Skill	1			100	18	203	67		nec	1	"cm9,nor"							"useitem,rem"				skill		Teeth	67	-1	-1	skill		Lower Resist	91	1	1	randomize				24	24																																																																																	0
Odd Charm Skill	1			100	18	203	91		nec	1	"cm9,nor"							"useitem,rem"				skill		Lower Resist	91	-1	-1	skill		Poison Mastery	372	1	1	randomize				281	281																																																																																	0
Odd Charm Skill	1			100	18	203	372		nec	1	"cm9,nor"							"useitem,rem"				skill		Poison Mastery	372	-1	-1	skill		Undead Frenzy	375	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	375		nec	1	"cm9,nor"							"useitem,rem"				skill		Undead Frenzy	375	-1	-1	skill		Raise Skeletal Mage	80	1	1	randomize				-295	-295																																																																																	0
Odd Charm Skill	1			100	18	203	80		nec	1	"cm9,nor"							"useitem,rem"				skill		Raise Skeletal Mage	80	-1	-1	skill		Hells Gate	374	1	1	randomize				294	294																																																																																	0
Odd Charm Skill	1			100	18	203	374		nec	1	"cm9,nor"							"useitem,rem"				skill		Hells Gate	374	-1	-1	skill		Poison Nova	92	1	1	randomize				-282	-282																																																																																	0
Odd Charm Skill	1			100	18	203	92		nec	1	"cm9,nor"							"useitem,rem"				skill		Poison Nova	92	-1	-1	skill		Weaken	72	1	1	randomize				-20	-20																																																																																	0
Odd Charm Skill	1			100	18	203	96		pal	1	"char,nor"							"useitem,rem"				skill		Zeal	96	-1	-1	skill		Arrow of Confession	378	1	1	randomize				282	282																																																																																	0
Odd Charm Skill	1			100	18	203	378		pal	1	"char,nor"							"useitem,rem"				skill		Arrow of Confession	378	-1	-1	skill		Smite	97	1	1	randomize				-281	-281																																																																																	0
Odd Charm Skill	1			100	18	203	97		pal	1	"char,nor"							"useitem,rem"				skill		Smite	97	-1	-1	skill		Prayer	99	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	99		pal	1	"char,nor"							"useitem,rem"				skill		Prayer	99	-1	-1	skill		Resist Fire	100	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	100		pal	1	"char,nor"							"useitem,rem"				skill		Resist Fire	100	-1	-1	skill		Sanctuary	119	1	1	randomize				19	19																																																																																	0
Odd Charm Skill	1			100	18	203	119		pal	1	"char,nor"							"useitem,rem"				skill		Sanctuary	119	-1	-1	skill		Blessed Aim	108	1	1	randomize				-11	-11																																																																																	0
Odd Charm Skill	1			100	18	203	108		pal	1	"char,nor"							"useitem,rem"				skill		Blessed Aim	108	-1	-1	skill		Resist Cold	105	1	1	randomize				-3	-3																																																																																	0
Odd Charm Skill	1			100	18	203	105		pal	1	"char,nor"							"useitem,rem"				skill		Resist Cold	105	-1	-1	skill		Resist Lightning	110	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	110		pal	1	"cm8,nor"							"useitem,rem"				skill		Resist Lightning	110	-1	-1	skill		Zeal	96	1	1	randomize				-14	-14																																																																																	0
Odd Charm Skill	1			100	18	203	110		pal	1	"cm9,nor"							"useitem,rem"				skill		Resist Lightning	110	-1	-1	skill		Holy Bolt	101	1	1	randomize				-9	-9																																																																																	0
Odd Charm Skill	1			100	18	203	101		pal	1	"cm9,nor"							"useitem,rem"				skill		Holy Bolt	101	-1	-1	skill		Defiance	104	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	104		pal	1	"cm9,nor"							"useitem,rem"				skill		Defiance	104	-1	-1	skill		Thorns	103	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	103		pal	1	"cm9,nor"							"useitem,rem"				skill		Thorns	103	-1	-1	skill		Judgement	106	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	106		pal	1	"cm9,nor"							"useitem,rem"				skill		Judgement	106	-1	-1	skill		Charge	107	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	107		pal	1	"cm9,nor"							"useitem,rem"				skill		Charge	107	-1	-1	skill		Cleansing	109	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	109		pal	1	"cm9,nor"							"useitem,rem"				skill		Cleansing	109	-1	-1	skill		Holy Fire	102	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	102		pal	1	"cm9,nor"							"useitem,rem"				skill		Holy Fire	102	-1	-1	skill		Vengeance	111	1	1	randomize				9	9																																																																																	0
Odd Charm Skill	1			100	18	203	111		pal	1	"cm9,nor"							"useitem,rem"				skill		Vengeance	111	-1	-1	skill		Blessed Hammer	112	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	112		pal	1	"cm9,nor"							"useitem,rem"				skill		Blessed Hammer	112	-1	-1	skill		Holy Shield	117	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	117		pal	1	"cm9,nor"							"useitem,rem"				skill		Holy Shield	117	-1	-1	skill		Vigor	115	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	115		pal	1	"cm9,nor"							"useitem,rem"				skill		Vigor	115	-1	-1	skill		SGrim Ward	380	1	1	randomize				265	265																																																																																	0
Odd Charm Skill	1			100	18	203	380		pal	1	"cm9,nor"							"useitem,rem"				skill		SGrim Ward	380	-1	-1	skill		Might	98	1	1	randomize				-282	-282																																																																																	0
Odd Charm Skill	1			100	18	203	98		pal	1	"cm9,nor"							"useitem,rem"				skill		Might	98	-1	-1	skill		Concentration	113	1	1	randomize				15	15																																																																																	0
Odd Charm Skill	1			100	18	203	113		pal	1	"cm9,nor"							"useitem,rem"				skill		Concentration	113	-1	-1	skill		Holy Freeze	114	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	114		pal	1	"cm9,nor"							"useitem,rem"				skill		Holy Freeze	114	-1	-1	skill		Crucify	116	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	116		pal	1	"cm9,nor"							"useitem,rem"				skill		Crucify	116	-1	-1	skill		Meditation	120	1	1	randomize				4	4																																																																																	0
Odd Charm Skill	1			100	18	203	120		pal	1	"cm9,nor"							"useitem,rem"				skill		Meditation	120	-1	-1	skill		SSummon Grizzly	381	1	1	randomize				261	261																																																																																	0
Odd Charm Skill	1			100	18	203	381		pal	1	"cm9,nor"							"useitem,rem"				skill		SSummon Grizzly	381	-1	-1	skill		Holy Shock	118	1	1	randomize				-263	-263																																																																																	0
Odd Charm Skill	1			100	18	203	118		pal	1	"cm9,nor"							"useitem,rem"				skill		Holy Shock	118	-1	-1	skill		Fist of the Heavens	121	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	121		pal	1	"cm9,nor"							"useitem,rem"				skill		Fist of the Heavens	121	-1	-1	skill		Sacred Piercer	379	1	1	randomize				258	258																																																																																	0
Odd Charm Skill	1			100	18	203	379		pal	1	"cm9,nor"							"useitem,rem"				skill		Sacred Piercer	379	-1	-1	skill		Salvation	125	1	1	randomize				-254	-254																																																																																	0
Odd Charm Skill	1			100	18	203	125		pal	1	"cm9,nor"							"useitem,rem"				skill		Salvation	125	-1	-1	skill		Redemption	124	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	124		pal	1	"cm9,nor"							"useitem,rem"				skill		Redemption	124	-1	-1	skill		Aura of Divinity	377	1	1	randomize				253	253																																																																																	0
Odd Charm Skill	1			100	18	203	377		pal	1	"cm9,nor"							"useitem,rem"				skill		Aura of Divinity	377	-1	-1	skill		Fanaticism	122	1	1	randomize				-255	-255																																																																																	0
Odd Charm Skill	1			100	18	203	122		pal	1	"cm9,nor"							"useitem,rem"				skill		Fanaticism	122	-1	-1	skill		Conviction	123	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	123		pal	1	"cm9,nor"							"useitem,rem"				skill		Conviction	123	-1	-1	skill		Zeal	96	1	1	randomize				-27	-27																																																																																	0
Odd Charm Skill	1			100	18	203	139		bar	1	"char,nor"							"useitem,rem"				skill		Stun	139	-1	-1	skill		Axe Swarm	133	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	133		bar	1	"char,nor"							"useitem,rem"				skill		Axe Swarm	133	-1	-1	skill		Hatchet Flurry	140	1	1	randomize				17	17																																																																																	0
Odd Charm Skill	1			100	18	203	150		bar	1	"char,nor"							"useitem,rem"				skill		Hatchet Flurry	140	-1	-1	skill		War Cry	154	1	1	randomize				-13	-13																																																																																	0
Odd Charm Skill	1			100	18	203	137		bar	1	"char,nor"							"useitem,rem"				skill		War Cry	154	-1	-1	skill		Shout	138	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	130		bar	1	"char,nor"							"useitem,rem"				skill		Shout	138	-1	-1	skill		Leap	132	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	132		bar	1	"char,nor"							"useitem,rem"				skill		Leap	132	-1	-1	skill		Sword Mastery	127	1	1	randomize				-5	-5																																																																																	0
Odd Charm Skill	1			100	18	203	127		bar	1	"char,nor"							"useitem,rem"				skill		Sword Mastery	127	-1	-1	skill		Throwing Mastery	135	1	1	randomize				8	8																																																																																	0
Odd Charm Skill	1			100	18	203	135		bar	1	"char,nor"							"useitem,rem"				skill		Throwing Mastery	135	-1	-1	skill		Axe Mastery	128	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	128		bar	1	"cm8,nor"							"useitem,rem"				skill		Axe Mastery	128	-1	-1	skill		Stun	139	1	1	randomize				11	11																																																																																	0
Odd Charm Skill	1			100	18	203	128		bar	1	"cm9,nor"							"useitem,rem"				skill		Axe Mastery	128	-1	-1	skill		Stampede	150	1	1	randomize				12	12																																																																																	0
Odd Charm Skill	1			100	18	203	140		bar	1	"cm9,nor"							"useitem,rem"				skill		Stampede	150	-1	-1	skill		Concentrate	144	1	1	randomize				4	4																																																																																	0
Odd Charm Skill	1			100	18	203	144		bar	1	"cm9,nor"							"useitem,rem"				skill		Concentrate	144	-1	-1	skill		Howl	130	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	138		bar	1	"cm9,nor"							"useitem,rem"				skill		Howl	130	-1	-1	skill		Increased Stamina	141	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	141		bar	1	"cm9,nor"							"useitem,rem"				skill		Increased Stamina	141	-1	-1	skill		Phantom Hatchets	383	1	1	randomize				242	242																																																																																	0
Odd Charm Skill	1			100	18	203	383		bar	1	"cm9,nor"							"useitem,rem"				skill		Phantom Hatchets	383	-1	-1	skill		Leap Attack	143	1	1	randomize				-240	-240																																																																																	0
Odd Charm Skill	1			100	18	203	143		bar	1	"cm9,nor"							"useitem,rem"				skill		Leap Attack	143	-1	-1	skill		Find Item	142	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	142		bar	1	"cm9,nor"							"useitem,rem"				skill		Find Item	142	-1	-1	skill		Increased Speed	148	1	1	randomize				6	6																																																																																	0
Odd Charm Skill	1			100	18	203	148		bar	1	"cm9,nor"							"useitem,rem"				skill		Increased Speed	148	-1	-1	skill		Mace Mastery	129	1	1	randomize				-19	-19																																																																																	0
Odd Charm Skill	1			100	18	203	129		bar	1	"cm9,nor"							"useitem,rem"				skill		Mace Mastery	129	-1	-1	skill		Frenzy	147	1	1	randomize				18	18																																																																																	0
Odd Charm Skill	1			100	18	203	147		bar	1	"cm9,nor"							"useitem,rem"				skill		Frenzy	147	-1	-1	skill		Bash	126	1	1	randomize				-21	-21																																																																																	0
Odd Charm Skill	1			100	18	203	126		bar	1	"cm9,nor"							"useitem,rem"				skill		Bash	126	-1	-1	skill		Battle Cry	146	1	1	randomize				20	20																																																																																	0
Odd Charm Skill	1			100	18	203	146		bar	1	"cm9,nor"							"useitem,rem"				skill		Battle Cry	146	-1	-1	skill		Battle Orders	149	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	149		bar	1	"cm9,nor"							"useitem,rem"				skill		Battle Orders	149	-1	-1	skill		Find Potion	131	1	1	randomize				-18	-18																																																																																	0
Odd Charm Skill	1			100	18	203	131		bar	1	"cm9,nor"							"useitem,rem"				skill		Find Potion	131	-1	-1	skill		Iron Skin	145	1	1	randomize				14	14																																																																																	0
Odd Charm Skill	1			100	18	203	145		bar	1	"cm9,nor"							"useitem,rem"				skill		Iron Skin	145	-1	-1	skill		SNova	385	1	1	randomize				240	240																																																																																	0
Odd Charm Skill	1			100	18	203	385		bar	1	"cm9,nor"							"useitem,rem"				skill		SNova	385	-1	-1	skill		Berserk	152	1	1	randomize				-233	-233																																																																																	0
Odd Charm Skill	1			100	18	203	152		bar	1	"cm9,nor"							"useitem,rem"				skill		Berserk	152	-1	-1	skill		Taunt	137	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	154		bar	1	"cm9,nor"							"useitem,rem"				skill		Taunt	137	-1	-1	skill		Battle Command	155	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	155		bar	1	"cm9,nor"							"useitem,rem"				skill		Battle Command	155	-1	-1	skill		Find Rejuvenation	136	1	1	randomize				-19	-19																																																																																	0
Odd Charm Skill	1			100	18	203	136		bar	1	"cm9,nor"							"useitem,rem"				skill		Find Rejuvenation	136	-1	-1	skill		Pole Arm Mastery	134	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	134		bar	1	"cm9,nor"							"useitem,rem"				skill		Pole Arm Mastery	134	-1	-1	skill		Whirlwind	151	1	1	randomize				17	17																																																																																	0
Odd Charm Skill	1			100	18	203	151		bar	1	"cm9,nor"							"useitem,rem"				skill		Whirlwind	151	-1	-1	skill		Berserk Fury	384	1	1	randomize				233	233																																																																																	0
Odd Charm Skill	1			100	18	203	384		bar	1	"cm9,nor"							"useitem,rem"				skill		Berserk Fury	384	-1	-1	skill		Elemental Mastery	382	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	382		bar	1	"cm9,nor"							"useitem,rem"				skill		Elemental Mastery	382	-1	-1	skill		Natural Resistance	153	1	1	randomize				-229	-229																																																																																	0
Odd Charm Skill	1			100	18	203	153		bar	1	"cm9,nor"							"useitem,rem"				skill		Natural Resistance	153	-1	-1	skill		SThunder Storm Bar	386	1	1	randomize				233	233																																																																																	0
Odd Charm Skill	1			100	18	203	386		bar	1	"cm9,nor"							"useitem,rem"				skill		SThunder Storm Bar	386	-1	-1	skill		Stun	139	1	1	randomize				-247	-247																																																																																	0
Odd Charm Skill	1			100	18	203	221		dru	1	"char,nor"							"useitem,rem"				skill		Raven	221	-1	-1	skill		Summon Spirit Wolf	222	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	222		dru	1	"char,nor"							"useitem,rem"				skill		Summon Spirit Wolf	222	-1	-1	skill		Summon Fenris	389	1	1	randomize				167	167																																																																																	0
Odd Charm Skill	1			100	18	203	389		dru	1	"char,nor"							"useitem,rem"				skill		Summon Fenris	389	-1	-1	skill		Cyclone Armor	235	1	1	randomize				-154	-154																																																																																	0
Odd Charm Skill	1			100	18	203	235		dru	1	"char,nor"							"useitem,rem"				skill		Cyclone Armor	235	-1	-1	skill		Elemental Form	230	1	1	randomize				-5	-5																																																																																	0
