Name	*Rune Name	complete	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
Runeword682	Mibu's Wolf	1				swor									Sa I To	r15	r01	r26				allskills		1	1	oskill	Summon Fenris	15	15	oskill	Ferocious Bite	15	15	oskill	Feral Mastery	15	15	extra-summ		20	20	oskill	Call of the Wild	1	1	passive-summ-elemental-resist		20	20	0
Runeword683	Impetuous	1				tors									Mi Sa To	r10	r15	r26				all-speeds		30	30	allskills		1	1	dexpercent		25	25	oskill	Dodge	5	5	ac%		100	100	dmg%		100	100	gethit-skill	Blade Nova	17	40	0
Runeword684	Armageddon	1				mace	hamm	club							Ke I To Yu Ri	r17	r01	r26	r16	r09		oskill	Incinerate	10	10	pierce-fire		20	20	kill-skill	Fire Surge	100	15	cast2		30	30	gethit-skill	Blaze	33	40	kill-skill	Apocalypse	1	40	mana-kill		25	25	0
Runeword685	Chaos	1				weap									Ko N To N	r19	r05	r26	r05			dmg%		250	250	allskills		2	2	swing1		30	30	kill-skill	Corpse Explosion	20	30	hit-skill	Amplify Damage	3	40	hit-skill	Cataclysm	1	33	heal-kill		50	50	0
Runeword686	Maiden	1				tors	helm								O To Me	r21	r26	r23				ama		3	3	enepercent		30	30	mana-on-striking		3	3	att		400	400	red-dmg%		-30	-30	dmg%		150	150	dmg-norm		50	75	0
Runeword687	Myth	1				xbow									Shi N Wa	r03	r05	r27				kill-skill	Fire Surge	100	10	kill-skill	Cold Surge	100	10	kill-skill	Lightning Surge	100	10	pierce-fire		20	20	pierce-cold		20	20	pierce-ltng		20	20	swing2		50	50	0
Runeword688	Deception	1				tors									Sa Wa	r15	r27					crush		50	50	allskills		1	1	hp		100	100	dex		50	50	dmg%		100	100	swing2		30	30	gethit-skill	Cloak of Shadows	10	40	0
Runeword689	Deception	1				glov									Sa Wa	r15	r27					crush		35	35	allskills		1	1	hp		75	75	dex		35	35	dmg%		75	75	swing2		30	30	hit-skill	Cloak of Shadows	3	40	0
Runeword690	Youth	1				tors									Wa Ka Sa	r27	r04	r15				aura	Prayer	15	15	regen		800	800	regen-mana		100	100	allskills		1	1	move2		30	30	balance2		30	30	vit		50	50	0
Runeword691	Illustrious	1				tors									A Yu Ka Wa	r12	r16	r04	r27			allskills		2	2	dex		50	50	str		50	50	hp/lvl	8			oskill	Mind Blast	3	3	deadly		40	40	item-skill-cooldown		20	20	0
Runeword692	Temptation	1				shld									Yu U Wa Ku	r16	r02	r27	r06			thorns		500	500	thorns/lvl	40			aura	Thorns	15	15	gethit-skill	Iron Maiden	10	40	balance2		50	50	res-all		30	30	red-dmg%		15	15	0
Runeword693	Sincerity	1				weap									Ta Chi Ka Wa Mi Mi	r25	r14	r04	r27	r10	r10	kill-skill	Magic Surge	33	40	hit-skill	Poison Mastery	3	40	dmg-undead		300	300	dmg-demon		300	300	dmg-mag		500	750	swing2		30	30	cast2		30	30	0
Runeword695	Abolish	1				mace	hamm	club							Ha I Shi	r28	r01	r03				ignore-demon-resist		1	1	ignore-undead-resist		1	1	dmg%		500	500	swing2		-30	-30	kill-skill	Stun Proc	50	50	strpercent		30	30	res-mag		20	20	0
Runeword696	Destruction	1				mace	hamm	club							Ha Ka I	r28	r04	r01				kill-skill	Cataclysm	1	45	kill-skill	Wind Surge	3	60	oskill	Wind Mastery	5	5	swing2		50	50	dmg%		250	250	crush		50	50	att%		200	200	0
Runeword698	Echo	1				weap									Ha N Ki Yo U	r28	r05	r08	r07	r02		kill-skill	Magic Surge	100	15	kill-skill	War Cry	15	30	gethit-skill	Howl	3	30	cast2		40	40	swing2		40	40	att		300	300	dmg-mag		400	500	0
Runeword699	Duress	1				spea	pole								Ki Yo U Ha Ku	r08	r07	r02	r28	r06		freeze		5	5	dmg-cold	250	800	1000	slow		35	35	hit-skill	Decrepify	3	40	pierce-cold		20	20	kill-skill	Spike Nova Cold	15	25	aura	Holy Freeze	15	15	0
Runeword700	Lord	1				swor	scep	spea	axe	bedg					Shi Ha I Shi Ya	r03	r28	r01	r03	r11		dmg%		300	300	allskills		1	1	pal		2	2	skill	Zeal	15	15	dmg-demon		300	300	dmg-undead		300	300	swing1		30	30	0
Runeword701	Judgment	1				scep	bedg								Ha N Ke Tsu	r28	r05	r17	r13			pierce-ltng		20	20	att-skill	Judgement Proc	5	30	aura	Redemption	10	10	dmg%		200	200	dmg-norm		30	40	swing2		40	40	light		10	10	0
Runeword702	Pillar of Faith	1				shld									Ha Shi Ra	r28	r03	r20				skilltab	11	5	5	aura	Defiance	10	10	red-dmg%		15	15	ac%		200	200	res-mag		15	15	res-all-max		3	3	res-all		40	40	0
Runeword703	Saiyajin	1				weap									Ka Me Ha Me Ha	r04	r23	r28	r23	r28		oskill	Lightning Warp	5	5	pierce-ltng		20	20	allskills		3	3	item-skill-cooldown		20	20	kill-skill	Lightning Warp	50	30	oskill	Lightning Mastery	1	1	dmg%		250	250	0
Runeword705	Spring	1				glov	belt	boot	char						Ha Ru	r28	r24					passive-summ-life		20	20	hp		100	100	allskills		1	1	passive-summ-elemental-resist		10	10	regen		750	750	res-pois-len		50	50	all-stats-percent		10	10	0
Runeword706	Animal Friend	1				helm									Na U Shi Ka	r29	r02	r03	r04			skilltab	15	2	2	extra-summ		15	15	all-stats		15	15	aura	Defiance	8	8	allskills		1	1	passive-summ-elemental-resist		10	10	skill	Feral Mastery	6	6	0
Runeword707	Animal Friend	1				tors									Na U Shi Ka	r29	r02	r03	r04			skilltab	15	3	3	extra-summ		20	20	all-stats		25	25	aura	Defiance	12	12	allskills		2	2	passive-summ-elemental-resist		15	15	skill	Feral Mastery	9	9	0
Runeword708	Sorrow	1				tors									Ka Na Shi Mi	r04	r29	r03	r10			ac%		160	200	slow		20	20	hit-skill	Decrepify	3	40	aura	Thorns	30	30	thorns/lvl	160			res-all		30	30	thorns		500	500	0
Runeword709	Sorrow	1				pole									Ka Na Shi Mi	r04	r29	r03	r10			dmg-norm		100	150	slow		20	20	hit-skill	Decrepify	3	40	aura	Thorns	30	30	thorns/lvl	160			res-all		30	30	thorns		500	500	0
Runeword711	Lightning	1				mele									Ka Mi Na Ri	r04	r10	r29	r09			pierce-ltng		20	20	dmg-ltng		1	1000	dmg-ltng/lvl	80			aura	Holy Shock	6	6	hit-skill	Chain Lightning	5	40	swing2		30	30	kill-skill	Lightning Surge	100	20	0
Runeword713	Summer	1				wand	knif	orb	mana						Na Tsu	r29	r13					pierce-fire		20	20	allskills		1	1	fireskill		2	2	oskill	Blaze	20	20	move2		30	30	cast2		30	30	red-mag		50	50	0
Runeword714	Summer	1				boot	char								Na Tsu	r29	r13					pierce-fire		15	15	allskills		1	1	fireskill		1	1	oskill	Blaze	15	15	move2		20	20	cast2		20	20	red-mag		30	30	0
Runeword715	Jurai	1				spea	pole								Tsu Na Mi	r13	r29	r10				kill-skill	SCold Missiles	33	50	pierce-cold		20	20	dmg-cold	150	600	800	hit-skill	Cold Surge	5	30	res-cold		75	75	abs-cold%		3	3	aura	Cold Pierce Aura	10	10	0
Runeword716	Lionheart	1				tors									Ka I O Na I	r04	r01	r21	r29	r01		strpercent		25	25	vitpercent		25	25	allskills		2	2	crush		50	50	deadly		50	50	hp		100	100	red-dmg%		20	20	0
Runeword717	Hatred	1				blun									Ni Ku Shi Mi	r30	r06	r03	r10			aura	Fanaticism	10	10	move2		30	30	swing2		30	30	dmg%		200	200	crush		40	40	kill-skill	Fury Proc	15	45	hit-skill	Fury Proc	3	15	0
Runeword718	Butcher	1				axe									Ni Ku Ya	r30	r06	r11				kill-skill	Frenzy Proc	10	30	kill-skill	Axe Swarm	10	30	dmg%		200	200	dmg-norm		50	60	lifesteal		20	20	heal-kill		50	50	deadly		50	50	0
Runeword719	Authority	1				mele									Ke Ni	r17	r30					dmg-norm		125	150	dmg%		200	200	ease		300	300	allskills		3	3	all-stats-percent		25	25	dmg-demon		500	500	ignore-demon-resist		1	1	0
Runeword720	Authority	1				glov									Ke Ni	r17	r30					dmg-norm		20	30	dmg%		50	50	ease		200	200	allskills		1	1	all-stats-percent		10	10	dmg-demon		200	200	ignore-demon-resist		1	1	0
Runeword721	Secret	1				shld									Shi Ni Ta	r03	r30	r25				nofreeze		1	1	gethit-skill	Super Nova	1	45	pierce-ltng		15	15	pierce-cold		15	15	gethit-skill	Apocalypse	1	45	pierce-fire		15	15	res-all-max		5	5	0
Runeword722	Patience	1				weap									Ni N Ta I	r30	r05	r25	r01			dmg%/lvl	32			str/lvl	16			dex/lvl	16			deadly/lvl	4			crush/lvl	4			dmg/lvl	16			allskills		1	1	0
Runeword723	Fossil of the Sun	1				tors									Ka Se Ki	r04	r31	r08				pierce-fire		15	15	fireskill		3	3	allskills		1	1	res-fire		60	60	oskill	Elemental Fury	10	10	item-skill-cooldown		25	25	trap-limit		1	1	0
Runeword724	Divine	1				weap									Shi N Se I	r03	r05	r31	r01			dmg-demon		400	400	dmg-undead		400	400	light		10	10	aura	Aura of Divinity	5	5	cast2		40	40	extra-mag2		25	25	allskills		1	1	0
Runeword725	Accuracy	1				miss									Se I Ka Ku	r31	r01	r04	r06			skill	Pierce	12	12	oskill	Pierce	3	3	dmg-min		100	100	att		1000	1000	dmg%		150	150	deadly		50	50	swing2		50	50	0
Runeword727	Acid	1				swor	axe								Sa N Se I	r15	r05	r31	r01			kill-skill	Poison Surge	3	60	allskills		1	1	dmg-pois	25	12288	17920	swing3		30	30	pierce-pois		15	15	kill-skill	Venom	5	45	oskill	Poison Mastery Passive	5	5	0
Runeword728	Harmony	1				tors									Wa Se I	r27	r31	r01				hp%		40	40	balance3		40	40	mana%		40	40	swing3		40	40	move3		40	40	cast3		40	40	red-dmg%		30	30	0
Runeword729	Learned One	1				helm									Se N Se I	r31	r05	r31	r01			ac%		150	150	allskills		2	2	enr		100	100	enepercent		25	25	cast1		20	20	swing1		20	20	addxp		20	20	0
Runeword730	Hunger	1				swor	spea	axe							Ku U Fu Ku	r06	r02	r32	r06			dmg%		200	200	life-on-striking		3	3	kill-skill	Headhunter Physical Damage	5	1	manasteal		15	15	heal-kill		50	50	move2		30	30					0
Runeword731	Terror	1				mele									Ki Yo U Fu	r08	r07	r02	r32			kill-skill	Terror	5	40	kill-skill	Howl	5	40	kill-skill	Taunt	5	40	dmg%		300	300	swing2		50	50	move2		50	50	kill-skill	Cloak of Shadows	5	40	0
Runeword732	Stomach Ache	1				tors									Fu Ku Tsu U	r32	r06	r13	r02			ac%		200	200	aura	Cleansing	10	10	pierce-pois		20	20	res-pois-len		75	75	gethit-skill	Poison Surge	20	40	oskill	Poison Mastery Passive	5	5					0
Runeword733	Edge	1				swor	knif	axe	h2h						Fu Chi	r32	r14					oskill	Zeal	5	5	oskill	Judgement	5	5	item-skill-cooldown		15	15	aura	Concentration	10	10	dmg%		300	300	swing2		30	30	oskill	Eagle Eye	10	10	0
Runeword734	Phoenix	1				tors									Fu Shi Chi Yo U	r32	r03	r14	r07	r02		gethit-skill	Fire Surge	25	40	gethit-skill	Nova	25	40	pierce-fire		20	20	res-fire		75	75	red-dmg%		10	10	fireskill		2	2	regen		800	800	0
Runeword735	Winter	1				orb	mana								Fu Yu	r32	r16					aura	Cold Pierce Aura	10	10	kill-skill	Cold Surge	100	20	gethit-skill	Time Stop	5	40	pierce-cold		15	15	cast2		30	30	coldskill		2	2	res-cold-max		5	5	0
Runeword736	Vengeance	1				weap									Fu Ku Shi Yu U	r32	r06	r03	r16	r02		dmg%		250	250	kill-skill	Vengeance Proc	20	40	pierce-fire		20	20	pierce-cold		20	20	pierce-ltng		20	20	swing2		30	30	dmg-norm		40	50	0
Runeword737	Abundant	1				tors									Ho U Fu	r22	r02	r32				gold%		500	500	move2		-30	-30	ease		200	200	kill-skill	Find Potion	50	60	mag%		250	250	ac%		500	500	ac		500	500	0
Runeword738	Unlawful	1				mana	scep								Fu Ho U	r32	r22	r02				hit-skill	Nova	4	35	pierce-fire		20	20	swing2		40	40	hit-skill	Fist of the Heavens	4	35	extra-mag2		40	40	kill-skill	Fire Surge	17	40	kill-skill	Magic Surge	17	40	0
Runeword738	Unlawful	1				wand	orb	staf							Fu Ho U	r32	r22	r02				oskill	Lower Resist	10	10	pierce-res-all		15	15	fireskill		3	3	coldskill		3	3	lightningskill		3	3	hp		100	100	cast2		40	40	0
Runeword739	Gluttony	1				mele									Fu To Ku Na Ru	r32	r26	r06	r29	r24		oskill	BloodGolem	20	20	extra-summ		50	50	aura	Vigor	10	10	hit-skill	Raise Skeletal Mage	1	60	reanimate	690	100	100	dmg%		400	400	swing2		80	80	0
Runeword740	Horse	1				weap									U Ma	r02	r33					move2		50	50	aura	Vigor	15	15	strpercent		30	30	red-dmg%		20	20	dmg%		300	300	kill-skill	Fury Proc	5	45	knock		1	1	0
Runeword741	Indominable	1				tors									Ra N Ma	r20	r05	r33				res-mag		20	20	red-dmg%		20	20	res-all-max		5	5	nofreeze		1	1	balance2		80	80	ac%		400	400	gethit-skill	Time Lapse	1	20	0
Runeword742	Noble Ogre	1				mele									Ta Ma Ho Me	r25	r33	r22	r23			hit-skill	Stun Proc	3	45	strpercent		50	50	dmg%		500	500	ease		300	300	swing2		-30	-30	kill-skill	Buckshot	10	45	red-dmg		60	60	0
Runeword743	Medicine	1				shld									Ya Ku Hi N	r11	r06	r34	r05			res-all		75	75	res-pois-len		100	100	abs-fire%		5	5	abs-ltng%		5	5	abs-cold%		5	5	abs-mag%		5	5	nofreeze		1	1	0
Runeword744	Sheep	1				weap									Hi Tsu Shi	r34	r13	r03				dmg%		250	250	dmg-max		125	125	hp		100	100	aura	Lightning Pierce Aura	10	10	allskills		1	1	kill-skill	SCharged Strike Proc	10	33	pierce-ltng		15	15	0
Runeword745	Radiance	1				helm									Hi Ka Ru	r34	r04	r24				ac%		125	175	allskills		1	1	enepercent		20	20	oskill	Aura of Divinity	10	10	light		20	20	mag%		125	125	move2		30	30	0
Runeword746	Trip	1				boot									Ta Hi	r25	r34					ac/lvl	16			move3		40	40	vit		100	100	stam		200	200	mag%		75	75	res-all		40	40	gold%		100	100	0
Runeword747	One	1				helm									Hi To Tsu	r34	r26	r13				allskills		1	1	att%		100	100	all-stats		100	100	dmg%		100	100	ease		100	100	mag%		100	100	gold%		100	100	0
Runeword748	The Lovers	1				weap									Ko I Hi To	r19	r01	r34	r26			kill-skill	Fire Surge	100	15	kill-skill	Cold Surge	100	15	pierce-cold		20	20	pierce-fire		20	20	oskill	Natural Resistance	10	10	dmg-fire		500	600	dmg-cold	250	450	550	0
Runeword749	Daylight	1				tors	shld								Hi Ru Ma	r34	r24	r33				hit-skill	Fire Surge	1	40	hit-skill	Lightning Surge	1	40	pierce-fire		20	20	pierce-ltng		20	20	res-all		50	50	ac%		200	200	allskills		2	2	0
Runeword750	Pattern	1				mace	hamm	club							Mo Yo U	r35	r07	r02				dmg-min		250	250	swing2		-20	-20	crush		100	100	att		300	300	att%		150	150	kill-skill	Spike Nova Proc	20	40	dmg%		200	200	0
Runeword751	Mist	1				tors									Mo Ya	r35	r11					extra-wind		50	50	extra-cold		50	50	allskills		2	2	gethit-skill	Cloak of Shadows	20	40	gethit-skill	Whirlpool Proc	33	50	gethit-skill	Sandstorm	33	50	regen		1000	1000	0
Runeword752	Mist	1				glov									Mo Ya	r35	r11					extra-wind		25	25	extra-cold		25	25	allskills		1	1	hit-skill	Cloak of Shadows	3	40	hit-skill	Whirlpool Proc	3	50	hit-skill	Sandstorm	3	50	regen		500	500	0
Runeword753	Mist	1				boot	belt	char							Mo Ya	r35	r11					extra-wind		25	25	extra-cold		25	25	allskills		1	1	kill-skill	Cloak of Shadows	5	40	kill-skill	Whirlpool Proc	5	50	kill-skill	Sandstorm	5	50	regen		1000	1000	0
Runeword754	Question	1				tors									Shi Tsu Mo N	r03	r13	r35	r05			hit-skill	Confuse	3	50	allskills		3	3	extra-fire		50	50	pierce-cold		25	25	dmg-ltng		1	1500	kill-skill	Poison Surge	5	50	res-mag		20	20	0
Runeword755	Question	1				helm									Shi Tsu Mo N	r03	r13	r35	r05			hit-skill	Confuse	3	50	allskills		2	2	extra-fire		35	35	pierce-cold		20	20	dmg-ltng		1	1000	kill-skill	Poison Surge	5	35	res-mag		15	15	0
Runeword756	Silence	1				weap									Chi N Mo Ku	r14	r05	r35	r06			hit-skill	Time Stop	2	40	dmg%		250	250	dmg/lvl	16			move2		50	50	hit-skill	Amplify Damage	3	40	att		250	250	all-stats		30	30	0
Runeword757	Enlightenment	1				helm									Ke I Mo U	r17	r01	r35	r02			addxp		20	20	allskills		2	2	all-stats		30	30	light		15	15	hp%		20	20	mana%		20	20	res-all		30	30	0
Runeword758	Frostbite	1				axe									Shi Mo Ya Ke	r03	r35	r11	r17			dmg-cold	150	750	1000	kill-skill	Freezing Claws Proc	25	45	pierce-cold		20	20	freeze		3	3	dmg%		250	250	dmg-min		75	75	aura	Cold Pierce Aura	20	20	0
Runeword759	Discipline	1				swor	h2h	knif							Mo To Ko	r35	r26	r19				kill-skill	Magic Surge	10	60	swing3		30	30	dmg-mag		800	1000	hit-skill	Poison Mastery	3	45	ac		400	400	dex		50	50	deadly		50	50	0
Runeword760	Prayer	1				weap									I No Ri	r01	r36	r09				dmg%		300	300	aura	Prayer	15	15	allskills		2	2	swing3		40	40	dex		50	50	att		300	300	dexpercent		25	25	0
Runeword761	Able	1				tors									Yu U No U	r16	r02	r36	r02			oskill	Teleport	1	1	ease		-100	-100	all-stats-percent		20	20	res-all-max		3	3	ac%		500	500	all-speeds		30	30	item-skill-cooldown		15	15	0
Runeword762	Golden Dragon	1				tors									Ki N No Ri Yu U	r08	r05	r36	r09	r16	r02	ac%		150	200	gethit-skill	Lightning Surge	100	40	pierce-ltng		20	20	lightningskill		2	2	mag%		150	150	aura	Holy Shock	15	15	gold%		300	300	0
Runeword763	Dark Star	1				tors									Hi Ka Ri No Ke N	r34	r04	r09	r36	r17	r05	hit-skill	Cloak of Shadows	3	60	res-mag		15	15	red-dmg%		15	15	dex		150	150	enr		150	150	kill-skill	Spike Nova Magic	3	60	kill-skill	Super Nova	1	60	0
Runeword764	Nature's Kingdom	1				2hsw									Mo No No Ke	r35	r36	r36	r17			skilltab	15	6	6	aura	Salvation	5	5	extra-summ		40	40	gold%		150	150	move2		40	40	passive-summ-life		20	20	skill	Feral Mastery	10	10	0
Runeword765	Master Key	1				h2h	asnx								Te N Chi	r37	r05	r14				trap-limit		1	1	ass		2	2	pierce-res-all		15	15	item-skill-cooldown		15	15	dmg%		300	300	dmg/lvl	16			aura	Might	15	15	0
Runeword766	Zenith	1				tors									Te N Chi Yo U	r37	r05	r14	r07	r02		addxp		25	25	allskills		3	3	item-skill-cooldown		40	40	enepercent		40	40	all-speeds		40	40	abs-mag		10	10	dmg%		200	200	0
Runeword767	Lethal	1				mele									Chi Me I Te Ki	r14	r23	r01	r37	r08		dmg%		500	500	dmg%/lvl	24			dmg-norm		40	50	ease		300	300	swing2		-30	-30	heal-kill		150	150	kill-skill	Spike Nova Proc	33	60	0
Runeword768	Thirst	1				spea	pole								U E Te I Ru	r02	r18	r37	r01	r24		life-on-striking		5	5	mana-on-striking		2	2	hit-skill	Spearstorm Proc	2	30	hit-skill	Taunt	1	60	dmg-norm		125	150	dmg%		150	150	hit-skill	Amplify Damage	1	60	0
Runeword769	Feminine	1				staf						orb	mana		Na Te Shi Ko	r29	r37	r03	r19			cast2		100	100	sor		5	5	enepercent		100	100	gethit-skill	Time Stop	100	1	gethit-skill	Static Field	33	60	oskill	Apocalypse	15	15	skill	Elemental Fury	20	20	0
Runeword770	Feminine	1				miss	spea								Na Te Shi Ko	r29	r37	r03	r19			swing2		100	100	ama		5	5	dexpercent		100	100	gethit-skill	Time Stop	100	1	hit-skill	Inner Sight	1	60	hit-skill	Arrow Hit Skill	40	40	dmg%		400	400	0
Runeword771	Feminine	1				asnx									Na Te Shi Ko	r29	r37	r03	r19			swing2		100	100	ass		5	5	dexpercent		100	100	gethit-skill	Time Stop	100	1	hit-skill	Amplify Damage	1	60	hit-skill	Axe Proc	40	40	dmg%		400	400	0
Runeword772	Heaven's Will	1				scep	bedg								Te N No I Shi	r37	r05	r36	r01	r03		kill-skill	Magic Surge	100	25	hit-skill	Fist of the Heavens	5	50	oskill	Magic Mastery	5	5	swing2		50	50	dmg-undead		500	500	dmg-demon		500	500	aura	Redemption	25	25	0
Runeword773	White	1				scep	bedg								Shi Ro I	r03	r38	r01				kill-skill	Spike Nova Magic	20	60	hit-skill	Poison Mastery	3	60	dmg-mag		1000	1500	dmg%		300	300	res-mag		20	20	strpercent		80	80	swing2		80	80	0
Runeword774	Black	1				mace	hamm	club							Ku Ro I	r06	r38	r01				kill-skill	Fury Proc	25	60	crush		50	50	dmg%/lvl	24			dmg%		300	300	reduce-ac		50	50	att%		300	300	oskill	Zeal	20	20	0
Runeword775	Spirit	1				helm									Ko Ko Ro	r19	r19	r38				skill	Spirit of Nature	3	3	oskill	Spirit of Nature	47	47	passive-summ-life		50	50	ac%		300	300	hp		300	300	oskill	Battle Orders	20	20	aura	Salvation	10	10	0
Runeword776	Wanderer	1				helm									Ru Ro U Ni	r24	r38	r02	r30			oskill	Blade Nova	15	15	move2		60	60	dmg-min		75	75	aura	Vigor	20	20	stam/lvl	160			ac%		300	300	oskill	Increased Speed	10	10	0
Runeword777	Fade	1				mace	hamm								I Ro A Se Ru	r01	r38	r12	r31	r24		fade		1	1	curse-res		100	100	res-all		100	100	red-dmg%		25	25	dmg%		350	350	hit-skill	Decrepify	3	60	hit-skill	Cloak of Shadows	3	60	0
Runeword778	Thought	1				helm									Shi So U	r03	r39	r02				mana%		50	50	enepercent		50	50	regen-mana		200	200	allskills		2	2	oskill	Teleport	1	1	item-skill-cooldown		25	25	mana-kill		100	100	0
Runeword779	Fury	1				mele									O Ru So N	r21	r24	r39	r05			kill-skill	Fury Proc	33	60	lifesteal		30	30	heal-kill		50	50	str		100	100	aura	Fanaticism	15	15	dmg%		400	400	red-dmg%		15	15	0
Runeword780	War	1				mace	hamm								Se N So U	r31	r05	r39	r02			reanimate	1048	25	25	dmg%		300	300	dmg-norm		40	50	swing2		50	50	att-skill	Emberquake	3	45	pierce-fire		40	40	strpercent		50	50	0
Runeword781	Smoke	1				tors									Ke Mu Ri	r17	r40	r09				gethit-skill	Cloak of Shadows	50	60	oskill	Blade Nova	10	10	oskill	Sword Mastery	10	10	res-mag		20	20	dmg-norm		45	50	oskill	Dodge	1	1	move2		50	50	0
Runeword782	Envy	1				armo									U Ra Ya Mu	r02	r20	r11	r40			aura	Defiance	10	10	passive-summ-phys-resist		10	10	red-dmg%		10	10	hp		150	150	res-mag		10	10	allskills		2	2	ac%		250	250	0
Runeword783	Rat	1				weap									Ne	r41						pierce-pois		25	25	dmg%		300	300	kill-skill	Poison Surge	100	25	dmg-pois	256	5000	5000	deadly		50	50	move2		50	50	hit-skill	Poison Surge	3	45	0
Runeword784	Hot	1				armo						tors			Ne Tsu	r41	r13					gethit-skill	Fire Surge	20	50	gethit-skill	Super Nova	1	50	pierce-fire		15	15	pierce-ltng		15	15	regen		750	750	fireskill		2	2	ac%		250	250	0
Runeword785	Fox	1				tors									Ki Tsu Ne	r08	r13	r41				aura	Resist Cold	20	20	hp%		50	50	pierce-cold		25	25	move2		50	50	swing2		50	50	cast2		50	50	dodge		10	10	0
Runeword786	Bone	1				wand	knif								Ho Ne	r22	r41					skill	Bone Mastery	20	20	skill	Soul Reaper Mastery	20	20	oskill	Magic Mastery	5	5	dmg-norm		75	100	dmg%		400	400	hit-skill	Axe Proc	33	40	kill-skill	Magic Surge	25	60	0
Runeword787	Nightgown	1				tors									Ne Ma Ki	r41	r33	r08				abs-elem%		5	5	allskills		4	4	item-skill-cooldown		15	15	oskill	Wind Mastery	10	10	oskill	Magic Mastery	10	10	kill-skill	Cloak of Shadows	33	60	kill-skill	Sandstorm	20	60	0
Runeword788	Dome	1				shld									Ma Ru Ya Ne	r33	r24	r11	r41			gethit-skill	Time Stop	25	60	aura	Cold Pierce Aura	15	15	red-dmg%		30	30	res-all-max		5	5	ac		800	800	block		5	5	allskills		2	2	0
Runeword789	Grand Leon	1				swor									Ma Sa Mu Ne	r33	r15	r40	r41			deadly		100	100	swing2		100	100	att-skill	Fend	25	60	dmg-min		150	150	dmg%		300	300	indestruct		1	1	oskill	Claw Mastery	10	10	0
Runeword790	Rift	1				shld									Ki Re Tsu	r08	r42	r13				ac%		250	250	oskill	Blade Nova	20	20	dmg-max		75	75	allskills		3	3	hit-skill	Arrow Hit Skill	10	25	red-mag		60	60	block		5	5	0
Runeword791	Obedience	1				weap									A Ya Na Mi Re I	r12	r11	r29	r10	r42	r01	dmg%		400	400	allskills		5	5	hp%		50	50	extra-summ		50	50	swing3		50	50	aura	Concentration	25	25	dmg%/lvl	24			0
Runeword792	Dread	1				shld									O So Re Ru	r21	r39	r42	r24			red-dmg%		20	20	allskills		3	3	aura	Thorns	30	30	thorns		2000	2000	thorns/lvl	160			res-all		50	50	res-mag		20	20	0
Runeword793	Unknown	1				tors									Ki Chi Su U	r08	r14	r43	r02			allskills		2	2	mana-kill		25	25	oskill	370	10	10	oskill	Lightning Mastery	10	10	ac		500	500	pierce-cold		25	25	pierce-ltng		25	25	0
Runeword793	Unknown	1				tors									Ri Chi Su U	r09	r14	r43	r02			allskills		2	2	mana-kill		25	25	oskill	Fire Mastery	10	10	oskill	370	10	10	ac		500	500	pierce-fire		25	25	pierce-cold		25	25	0
Runeword793	Unknown	1				tors									Mi Chi Su U	r10	r14	r43	r02			allskills		2	2	mana-kill		25	25	oskill	Fire Mastery	10	10	oskill	Lightning Mastery	10	10	ac		500	500	pierce-fire		25	25	pierce-ltng		25	25	0
Runeword794	Dodge	1				shld									Ka Wa Su	r04	r27	r43				oskill	Dodge	10	10	move2		50	50	dexpercent		40	40	swing2		50	50	allskills		2	2	ac%		350	350	res-all		75	75	0
Runeword795	Admiration	1				weap									Su U Ha I	r43	r02	r28	r01			aura	Might	20	20	dmg%		500	500	swing2		50	50	oskill	Natural Resistance	10	10	kill-skill	Battle Orders	1	60	hit-skill	Inner Sight	1	60	hit-skill	Spearstorm Proc	5	20	0
Runeword796	Jindujun	1				tors									Su Ha Ra Shi I	r43	r28	r20	r03	r01		aura	Vigor	15	15	oskill	Teleport	1	1	stam/lvl	240			hp		200	200	allskills		3	3	item-skill-cooldown		20	20	res-all-max		3	3	0
Runeword797	Revenge	1				weap									Ho U Fu Ku Su Ru	r22	r02	r32	r06	r43	r24	gethit-skill	Fend	25	60	hit-skill	Taunt	1	60	dmg%		350	350	dmg-max		200	200	thorns/lvl	240			aura	Thorns	40	40	hit-skill	Axe Proc	20	40	0
Runeword798	Burn	1				mele									Mo Ya Su	r35	r11	r43				hit-skill	Incinerate Proc	3	60	aura	Fire Pierce Aura	20	20	pierce-fire		20	20	swing2		50	50	cast2		50	50	dmg-fire		2000	4000	fireskill		7	7	0
Runeword799	Abandon	1				helm	shld								Su Te Ru	r43	r37	r24				oskill	Shade Armor	5	5	curse-res		50	50	allskills		3	3	res-all		50	50	ac%		300	300	gethit-skill	Time Lapse	25	1	oskill	Battle Command	5	5	0
