name	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Royal Shield	100	0	1	1	176	204	0	114	0	7	60	0	49	2	41	10671	11508	paa	paa		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0		0	1	0	48	64	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Mummified Trophy	100	0	1	1	67	85	0	38	0	3	20	0	31	2	24	2698	11508	ne6	ne6		305	ne1	ne1	ne6	neb	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	8	0	xxx	xxx	1		
Fetish Trophy	100	0	1	1	75	99	0	41	0	3	20	0	34	2	29	3105	11508	ne7	ne7		305	ne2	ne2	ne7	neg	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Sexton Trophy	100	0	1	1	82	112	0	47	0	4	20	0	41	2	33	3521	11509	ne8	ne8		305	ne3	ne3	ne8	ned	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Cantor Trophy	100	0	1	1	90	126	0	50	0	4	20	0	45	2	36	4093	11509	ne9	ne9		305	ne3	ne4	ne9	nee	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Heirophant Trophy	100	0	1	1	97	139	0	58	0	4	20	0	49	2	40	4749	11509	nea	nea		305	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5		invne5							0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Blood Spirt	100	0	1	1	150	180	0	86	0	0	20	0	58	2	46	8969	52989	drb	drb		320	dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sun Spirit	100	0	1	1	165	201	0	95	0	0	20	0	60	2	51	9827	52989	drc	drc		320	dr4	dr2	dr7	drc	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Earth Spirit	100	0	1	1	180	222	0	104	0	0	20	0	66	2	57	11216	52989	drd	drd		320	dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sky Spirit	100	0	1	1	195	243	0	113	0	0	20	0	70	2	62	12072	52989	dre	dre		320	dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Dream Spirit	100	0	1	1	210	264	0	118	0	0	20	0	74	2	66	12768	52989	drf	drf		320	dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Carnage Helm	100	0	1	1	135	165	0	106	0	0	25	0	58	2	45	8831	52989	bab	bab		320	ba1	ba1	ba6	bab	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Fury Visor	100	0	1	1	159	194	0	129	0	0	35	0	60	2	49	9776	52990	bac	bac		320	ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Destroyer Helm	100	0	1	1	182	221	0	151	0	0	45	0	66	2	54	11110	52990	bad	bad		320	ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3		invghm							0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Conquerer Crown	100	0	1	1	202	245	0	174	0	0	50	0	70	2	60	12284	52990	bae	bae		320	ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Guardian Crown	100	0	1	1	221	267	0	196	0	0	55	0	74	2	65	13480	52990	baf	baf		320	ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Targe	100	0	1	1	125	145	0	86	0	5	45	0	58	2	47	10327	11508	pab	pab		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0		0	1	0	44	140	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Rondache	100	0	1	1	146	170	0	109	0	6	68	0	60	2	52	11957	11508	pac	pac		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0		0	1	0	70	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ancient Shield	100	0	1	1	171	199	1	124	0	7	55	0	66	2	55	13459	11508	pad	pad		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0		0	1	0	20	164	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Zakarum Shield	100	0	1	1	200	232	1	142	0	7	65	0	70	2	61	16255	11508	pae	pae		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0		0	1	0	92	92	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vortex Shield	100	0	1	1	233	269	0	148	0	8	90	0	74	2	66	18732	11508	paf	paf		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0		0	1	0	10	174	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Minion Skull	100	0	1	1	135	165	0	77	0	4	20	0	58	2	44	8266	11508	neb	neb		305	ne1	ne1	ne6	neb	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Hellspawn Skull	100	0	1	1	150	186	0	82	0	4	20	0	60	2	50	9304	11508	neg	neg		305	ne2	ne2	ne7	neg	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Overseer Skull	100	0	1	1	165	207	0	91	0	5	20	0	66	2	49	9265	11509	ned	ned		305	ne3	ne3	ne8	ned	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Succubae Skull	100	0	1	1	180	228	0	95	0	5	20	0	70	2	60	11307	11509	nee	nee		305	ne3	ne4	ne9	nee	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Bloodlord Skull	100	0	1	1	195	249	0	106	0	5	20	0	74	2	65	12029	11509	nef	nef		305	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	0	xxx			head		item_head	12	item_head	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hood	0	0	1	1	130	166	0	40	0	0	12	0	57	2	43	6788	64199	yap	yap		320	cap	cap	xap	yap	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Fedora	0	0	1	1	150	190	0	90	0	0	18	0	59	2	47	7342	72284	ykp	ykp		320	skp	skp	xkp	ykp	0	2	2	1	4	1	flpfhl	invskp		invskp							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Guardian Helm	0	0	1	1	170	214	0	105	0	0	24	0	63	2	51	8492	85213	ylm	ylm		320	hlm	hlm	xlm	ylm	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invcap							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Gladiator Helm	0	0	1	1	189	232	0	120	0	0	30	0	65	2	52	8975	95983	yhl	yhl		320	fhl	fhl	xhl	yhl	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Tusk Helm	0	0	1	1	209	255	1	135	0	0	40	0	73	2	59	9896	106360	yhm	yhm		320	ghm	ghm	xhm	yhm	0	2	2	1	4	1	flpghm	invghm		invhlmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Royal Crown	0	0	1	1	217	265	1	130	0	0	50	0	77	2	66	13096	118494	yrn	yrn		320	crn	crn	xrn	yrn	0	2	2	1	4	1	flpcrn	invcrn									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Devil Mask	0	0	1	1	195	239	0	110	0	0	20	0	69	2	55	10822	101213	ysk	ysk		320	msk	msk	xsk	ysk	0	2	2	1	4	1	flpmsk	invmsk		invgriffithhelm							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Padded Armor	0	0	1	1	573	584	0	80	0	0	20	0	57	2	49	25815	190829	yui	yui		320	qlt	qui	xui	yui	1	2	3	1	4	2	flpqlt	invqlt							1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Viper Skin	0	0	1	1	585	592	0	90	0	0	24	0	58	2	50	26779	202093	yea	yea		320	lea	lea	xea	yea	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Demon Carapace	0	0	1	1	593	601	0	100	0	0	28	0	59	2	51	27414	214055	yla	yla		320	hla	hla	xla	yla	1	2	3	1	4	2	flphla	invhla		invchn	1	1	1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Gemstoned Armor	0	0	1	1	602	611	0	80	0	0	32	0	61	2	53	25555	207238	ytu	ytu		320	stu	stu	xtu	ytu	1	2	3	1	4	2	flpstu	invstu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Heavy Mail	0	0	1	1	612	622	2	95	0	0	26	0	63	2	54	26693	225592	yng	yng		320	rng	rng	xng	yng	1	2	3	1	5	2	flprng	invrng					1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Dragon Scale	0	0	1	1	623	634	3	110	0	0	36	0	64	2	55	27466	239454	ycl	ycl		320	scl	scl	xcl	ycl	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Chain Shirt	0	0	1	1	635	647	2	115	0	0	45	0	65	2	47	24020	254884	yhn	yhn		320	chn	chn	xhn	yhn	1	2	3	1	5	2	flpchn	invchn		invrob	1	1	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Chest Guard	0	0	1	1	648	661	1	85	0	0	50	0	68	2	56	28470	268869	yrs	yrs		320	brs	brs	xrs	yrs	1	2	3	1	4	2	flpbrs	invbrs	invxrss				2		2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Demon Fleece	0	0	1	1	662	681	2	125	0	0	30	0	70	2	57	29785	289539	ypl	ypl		320	spl	spl	xpl	ypl	1	2	3	1	5	2	flpspl	invspl		invgth	1	1	2	1	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Plated Cuirass	0	0	1	1	693	709	3	150	0	0	60	0	74	2	59	29387	301036	ylt	ylt		320	plt	plt	xlt	ylt	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Combat Plate	0	0	1	1	710	727	2	130	0	0	48	0	77	2	61	30126	321124	yld	yld		320	fld	fld	xld	yld	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Royal Armor	0	0	1	1	728	746	2	160	0	0	55	0	79	2	62	28602	348590	yth	yth		320	gth	gth	xth	yth	1	2	3	1	5	2	flpgth	invgth		invflesh	2	2	1	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Ceremonial Armor	0	0	1	1	767	787	3	175	0	0	70	0	81	2	64	31540	357824	yul	yul		320	ful	ful	xul	yul	1	2	3	1	6	2	flpful	invfulu		invypls	2	2	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Archaic Armor	0	0	1	1	810	832	2	215	0	0	60	0	83	2	66	31601	397117	yar	yar		320	aar	aar	xar	yar	1	2	3	1	5	2	flpaar	invaaru	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Archmage Plate	0	0	1	1	682	692	1	110	0	0	60	0	80	2	63	31018	362316	ytp	ytp		320	ltp	ltp	xtp	ytp	1	2	3	1	4	2	flpltp	invltp		invxrb	2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Petrified Buckler	0	0	1	1	120	147	0	80	0	4	88	0	57	2	43	7288	49403	yuc	yuc		320	buc	buc	xuc	yuc	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	68	100	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Desert Shield	0	0	1	1	135	165	0	110	0	6	84	0	59	2	45	8398	55818	yml	yml		320	buc	sml	xml	yml	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	66	106	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Giant Buckler	0	0	1	1	145	176	1	90	0	5	82	0	63	2	48	9489	65534	yrg	yrg		320	lrg	lrg	xrg	yrg	7	2	3	1	4	2	flplrg	invlrg	invxrg	invxrg							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	56	120	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Military Shield	0	0	1	1	168	204	1	115	0	6	86	0	67	2	54	11487	73269	yit	yit		320	kit	kit	xit	yit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	66	118	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Royal Guard	0	0	1	1	182	221	2	170	0	6	92	0	72	2	59	13462	87946	yow	yow		320	tow	tow	xow	yow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	64	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Body Shield	0	0	1	1	208	252	1	140	0	5	100	0	78	2	63	14954	108325	yts	yts		320	kit	gts	xts	yts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Spellcaster Gloves	0	0	1	1	130	166	0	40	0	0	12	0	59	2	42	4615	34992	ylg	ylg		320	lgl	lgl	xlg	ylg	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Viper Hands	0	0	1	1	140	180	0	40	0	0	14	0	61	2	47	5107	39513	yvg	yvg		320	vgl	vgl	xvg	yvg	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sepulcher Gloves	0	0	1	1	150	194	0	120	0	0	16	0	64	2	51	5620	45269	ymg	ymg		320	mgl	mgl	xmg	ymg	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Gladiator Bracers	0	0	1	1	160	208	0	110	0	0	18	0	70	2	56	6140	53827	ytg	ytg		320	mgl	tgl	xtg	ytg	16	2	2	1	2	0	flptgl	invxtg			1	1					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Titan Bracers	0	0	1	1	170	222	0	140	0	0	24	0	76	2	60	6935	63524	yhg	yhg		320	hgl	hgl	xhg	yhg	16	2	2	1	2	0	flphgl	invxgl			2	2					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Rogue Boots	0	0	1	1	138	174	0	40	0	0	12	0	59	2	45	4789	34992	ylb	ylb		320	lbt	lbt	xlb	ylb	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	131	211	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Viper Boots	0	0	1	1	150	190	0	95	0	0	14	0	61	2	49	5284	39452	yvb	yvb		320	vbt	vbt	xvb	yvb	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	129	216	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sepulcher Boots	0	0	1	1	162	206	0	85	0	0	16	0	64	2	54	5807	45251	ymb	ymb		320	mbt	mbt	xmb	ymb	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0		0	6	0	128	220	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
